JID,CID,Smiles,Carbon,Fluorine,Chlorine,Bromine,Iodine,Sulfur,Phosphorous,Acyclic nitrogen,Cyclic nitrogen,Acyclic oxygen,Cyclic oxygen,Heavy atoms,Acyclic single bonds,Acyclic double bonds,Acyclic triple bonds,Cyclic single bonds,Cyclic double bonds,Cyclic triple bonds,Rotable bonds,H-bond acceptor sites,H-bond acceptor atoms,H-bond donor sites,H-bond donor atoms,Negative charges,Positive charges,Acyclic single valent nodes,Acyclic divalent nodes,Acyclic trivalent nodes,Acyclic tetravalent nodes,Cyclic divalent nodes,Cyclic trivalent nodes,Cyclic tetravalent nodes,3-membered rings,4-membered rings,5-membered rings,6-membered rings,7-membered rings,8-membered rings,9-membered rings,>= 10-membered rings,nodes shared by >= 2 rings,edges shared by >= 2 rings,Functional groups
3418,116092186,CC(COC)C(CNCCOC)O,9,0,0,0,0,0,0,1,0,3,0,13,12,0,0,0,0,0,8,7,4,2,2,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
3419,104009224,CCOC1CC(C1)NC2=CNN=C2,9,0,0,0,0,0,0,1,2,1,0,13,5,0,0,7,2,0,4,5,4,2,2,0,0,1,3,0,0,6,3,0,0,1,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
3420,91566999,C1=CC=C(C=C1)N2C=CC(=C2)C=N,11,0,0,0,0,0,0,1,1,0,0,13,2,1,0,6,5,0,2,2,2,1,1,0,0,1,1,0,0,8,3,0,0,0,1,1,0,0,0,0,0,0,[]
3421,107898784,CCN1CCC(C1)CNC/C=C/C,11,0,0,0,0,0,0,1,1,0,0,13,7,1,0,5,0,0,5,2,2,1,1,0,0,2,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
3422,90239085,CCN(CC)C(=O)C(=O)CC(=O)N,8,0,0,0,0,0,0,2,0,3,0,13,9,3,0,0,0,0,5,8,5,2,1,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ketone'; 'Amide']
3423,20087759,CS(=O)(=O)C(=C1NCCCN1)C#N,7,0,0,0,0,1,0,1,2,2,0,13,3,3,1,6,0,0,1,7,5,2,2,0,0,4,1,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine'; 'Nitrile']
3424,79506920,CCC1CCC2(CC1)CN=C(N2)N,10,0,0,0,0,0,0,1,2,0,0,13,3,0,0,10,1,0,1,3,3,3,2,0,0,2,1,0,0,7,2,1,0,0,1,1,0,0,0,0,1,0,['Alkane'; 'Amine']
3425,61888464,CC(C#N)N(C)S(=O)(=O)CCOC,7,0,0,0,0,1,0,2,0,3,0,13,9,2,1,0,0,0,5,8,5,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Nitrile']
3426,130450336,CC/C(=C(\CC)/O)/N1CN(C=C1)C,10,0,0,0,0,0,0,0,2,1,0,13,7,1,0,4,1,0,3,4,3,1,1,0,0,4,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
3427,67867875,CCCCC12OCC(CO1)C(O2)C,10,0,0,0,0,0,0,0,0,0,3,13,5,0,0,9,0,0,3,6,3,0,0,0,0,2,3,0,0,5,2,1,0,0,0,3,0,0,0,0,8,9,['Alkane'; 'Ether']
3428,57699618,CS(=O)(=O)OCCC1CCCOC1,8,0,0,0,0,1,0,0,0,3,1,13,5,2,0,6,0,0,4,8,4,0,0,0,0,3,3,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether']
3429,142039384,CC.C/C(=C/C=C)/C=C.CC(=O)O,11,0,0,0,0,0,0,0,0,2,0,13,6,4,0,0,0,0,2,4,2,1,1,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid']
3430,15681300,CC(C#C)O/N=C/1\CN2CCC1C2,10,0,0,0,0,0,0,1,1,1,0,13,4,1,1,8,0,0,2,4,3,0,0,0,0,2,3,1,0,4,3,0,0,0,2,0,0,0,0,0,3,2,['Alkane'; 'Acetylenic carbon'; 'Ether']
3431,114548453,CC1CCC(C1)NC2=NCC(S2)C,10,0,0,0,0,1,0,1,1,0,0,13,4,0,0,9,1,0,1,2,2,1,1,0,0,2,1,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3432,67934568,CC1CC12CNCCN2C(=O)CN,9,0,0,0,0,0,0,1,2,1,0,13,4,1,0,9,0,0,1,5,4,3,2,0,0,3,1,1,0,5,2,1,1,0,0,1,0,0,0,0,1,0,['Alkane'; 'Amide'; 'Amine']
3433,116090411,CCCC(CNCC)C(C)COC,11,0,0,0,0,0,0,1,0,1,0,13,12,0,0,0,0,0,8,3,2,1,1,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
3434,141418705,CCCC(C)SC(=O)N(CC)CC,10,0,0,0,0,1,0,1,0,1,0,13,11,1,0,0,0,0,5,3,2,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane']
3435,104104508,C1CCON(C1)C(=O)C2=NNN=N2,6,0,0,0,0,0,0,0,5,1,1,13,2,1,0,9,2,0,1,9,7,1,1,0,0,1,0,1,0,9,2,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amide']
3436,126747686,CC1=NC=C(C=C1)S(=O)NC2CC2,9,0,0,0,0,1,0,1,1,1,0,13,4,1,0,6,3,0,3,4,3,1,1,0,0,2,1,1,0,6,3,0,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3437,115578319,CCCCNC(=S)N(CC)C1CC1,10,0,0,0,0,1,0,2,0,0,0,13,9,1,0,3,0,0,5,2,2,1,1,0,0,3,5,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3438,150276208,C1=CON=C1C2=NC(=NO2)N=[N+]=[N-],5,0,0,0,0,0,0,3,3,0,2,13,2,2,0,5,5,0,2,10,8,0,0,1,1,1,2,0,0,7,3,0,0,0,2,0,0,0,0,0,0,0,['Azo']
3439,130128260,C1C(C1/C=C/C2=CC=CC=C2)CO,12,0,0,0,0,0,0,0,0,1,0,13,4,1,0,6,3,0,3,2,1,1,1,0,0,1,3,0,0,6,3,0,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
3440,151861720,CC1=CC(=C(C(=C1)N=[N+]=[N-])C#C)C,10,0,0,0,0,0,0,3,0,0,0,13,4,2,1,3,3,0,1,3,3,0,0,1,1,4,3,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Azo']
3441,123190959,COC(=O)C1CC(CN1)OC(=O)N,7,0,0,0,0,0,0,1,1,4,0,13,6,2,0,5,0,0,2,10,6,3,2,0,0,4,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Amine']
3442,82655601,CN1CC2(C1)COC(OC2)CCN,9,0,0,0,0,0,0,1,1,0,2,13,4,0,0,10,0,0,2,6,4,2,1,0,0,2,2,0,0,6,2,1,0,1,0,1,0,0,0,0,1,0,['Alkane'; 'Ether'; 'Amine']
3443,134102638,CSC1=CC=C(C=C1)C=[C-][N+](=O)[O-],9,0,0,0,0,1,0,1,0,2,0,13,5,2,0,3,3,0,3,6,3,0,0,2,1,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
3444,130559435,CC1(CN(C1)CCN2C=NC=N2)N,8,0,0,0,0,0,0,1,4,0,0,13,5,0,0,7,2,0,3,5,5,2,1,0,0,2,2,0,0,6,2,1,0,1,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3445,102646874,C1CC=C(OC1)C(=O)C2=COC=C2,10,0,0,0,0,0,0,0,0,1,2,13,2,1,0,8,3,0,2,6,3,0,0,0,0,1,0,1,0,9,2,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ketone']
3446,104829962,CC(C(C)(C)C)NC(=O)CC(=O)O,9,0,0,0,0,0,0,1,0,3,0,13,10,2,0,0,0,0,3,7,4,2,2,0,0,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amide']
3447,15571009,CC(C)(C)/C(=C\1/CCCC1=O)/SC,11,0,0,0,0,1,0,0,0,1,0,13,6,2,0,5,0,0,1,2,1,0,0,0,0,5,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone']
3448,117915931,CC(C)CCCCOC(=O)N(C)C,10,0,0,0,0,0,0,1,0,2,0,13,11,1,0,0,0,0,5,5,3,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether']
3449,83482477,CN1C2=C(CCNC2)N=C1COC,9,0,0,0,0,0,0,0,3,1,0,13,4,0,0,8,2,0,2,5,4,1,1,0,0,2,2,0,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Ether'; 'Amine']
3450,151070831,CCN(C(=O)N=[N+]=[N-])N1C=CSN1,5,0,0,0,0,1,0,4,2,1,0,13,5,3,0,4,1,0,2,8,7,1,1,1,1,3,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine'; 'Azo']
3451,73023141,C1CC2CC3(C1CC2O)OCCO3,10,0,0,0,0,0,0,0,0,1,2,13,1,0,0,14,0,0,0,6,3,1,1,0,0,1,0,0,0,8,3,1,0,0,1,3,0,0,0,0,8,9,['Alkane'; 'Hydroxyl'; 'Ether']
3452,19813751,CC1=CC=C(C=C1)C(N(C)C)[S+]=O,10,0,0,0,0,1,0,1,0,1,0,13,6,1,0,3,3,0,3,3,2,0,0,0,1,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
3453,69583992,C1=NC2C(=C(NC(=N2)N)N)NC1=O,6,0,0,0,0,0,0,2,4,1,0,13,2,1,0,8,3,0,0,8,7,6,4,0,0,3,0,0,0,5,5,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Amide'; 'Amine'; 'Imine']
3454,116247542,CCOCC(C)(CN)NCCC=C,10,0,0,0,0,0,0,2,0,1,0,13,11,1,0,0,0,0,8,4,3,3,2,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Amine']
3455,148259389,CC1CC(=C(C=C1C)C(=O)C)C=O,11,0,0,0,0,0,0,0,0,2,0,13,5,2,0,4,2,0,2,4,2,0,0,0,0,5,1,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Aldehyde'; 'Ketone']
3456,66650097,CCC1=C(C(=NC=C1)OC)C(=O)O,9,0,0,0,0,0,0,0,1,3,0,13,6,1,0,3,3,0,3,7,4,1,1,0,0,4,2,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
3457,80014025,C1CCC(C1)(COC2CCC2)CS,11,0,0,0,0,1,0,0,0,1,0,13,5,0,0,9,0,0,4,2,1,0,0,0,0,1,3,0,0,7,1,1,0,1,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Thiol']
3458,130857826,CCOC(=O)C=C1C=C(C(=O)N1)C,9,0,0,0,0,0,0,0,1,3,0,13,5,3,0,4,1,0,2,7,4,1,1,0,0,4,3,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ester'; 'Amide']
3459,88161867,C1CN=C(C2=C1C=CC(=C2)C=O)N,10,0,0,0,0,0,0,1,1,1,0,13,2,1,0,7,4,0,1,4,3,2,1,0,0,2,1,0,0,6,4,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Aldehyde'; 'Amine']
3460,66090554,CCC(C(CCO)C1CCOC1)N,10,0,0,0,0,0,0,1,0,1,1,13,8,0,0,5,0,0,5,5,3,3,2,0,0,3,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
3461,592305,CCC1(C(=O)N(C(=O)N1)C#N)CC,8,0,0,0,0,0,0,1,2,2,0,13,5,2,1,5,0,0,2,7,5,1,1,0,0,5,3,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Nitrile']
3462,142038613,C(CCC(=O)/C=C\C(=O)O)CCO,9,0,0,0,0,0,0,0,0,4,0,13,9,3,0,0,0,0,7,8,4,2,2,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ketone'; 'Carboxylic acid']
3463,117122129,CC1=CC2=C(C=C1)C(=CN2C)CO,11,0,0,0,0,0,0,0,1,1,0,13,4,0,0,5,5,0,1,3,2,1,1,0,0,3,1,0,0,4,5,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Hydroxyl']
3464,144892984,C/C=C\C=C/CC1=CN=C(N=C1)C,11,0,0,0,0,0,0,0,2,0,0,13,5,2,0,3,3,0,3,2,2,0,0,0,0,2,5,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
3465,65272308,CCC1=NSC(=N1)NCCN(C)C,8,0,0,0,0,1,0,2,2,0,0,13,8,0,0,3,2,0,5,4,4,1,1,0,0,3,4,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3466,20305678,CCC1=C(C=CC=C1NCCO)C,11,0,0,0,0,0,0,1,0,1,0,13,7,0,0,3,3,0,4,3,2,2,2,0,0,3,4,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3467,115098506,CC1CNC2=C(C=C(C=C2)C)OC1,11,0,0,0,0,0,0,0,1,0,1,13,2,0,0,9,3,0,0,3,2,1,1,0,0,2,0,0,0,7,4,0,0,0,0,1,1,0,0,0,2,1,['Alkane'; 'Ether'; 'Amine']
3468,112681492,CCC(CC)C1=NC(=NC(=N1)N)N,8,0,0,0,0,0,0,2,3,0,0,13,7,0,0,3,3,0,3,5,5,4,2,0,0,4,2,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3469,137500344,C1CC1C2=C(N3C=NC=C3S2)C=O,9,0,0,0,0,1,0,0,2,1,0,13,2,1,0,8,4,0,2,4,3,0,0,0,0,1,1,0,0,6,5,0,1,0,2,0,0,0,0,0,2,1,['Alkane'; 'Aldehyde']
3470,149255830,CC[C@](C)(CC[C@]1(CCOC1)C)O,11,0,0,0,0,0,0,0,0,1,1,13,8,0,0,5,0,0,4,4,2,1,1,0,0,4,3,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
3471,149795911,CC(C)C(N=[N+]=[N-])OC(=O)C(C)C,8,0,0,0,0,0,0,3,0,2,0,13,9,3,0,0,0,0,4,7,5,0,0,1,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Azo']
3472,84082861,C1CN(CCN1)CC2CS(=O)(=O)C2,8,0,0,0,0,1,0,0,2,2,0,13,2,2,0,10,0,0,2,6,4,1,1,0,0,2,1,0,0,7,2,1,0,1,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3473,106518704,CC1=CC=C(S1)C2=CC(=S)C=CN2,10,0,0,0,0,2,0,0,1,0,0,13,2,1,0,6,5,0,1,1,1,1,1,0,0,2,0,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane']
3474,64570248,CC(C)C(C)CNCC1CCCC1,12,0,0,0,0,0,0,1,0,0,0,13,8,0,0,5,0,0,5,1,1,1,1,0,0,3,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3475,86132995,CC1(CC(=O)C2C1=CCC=CC2)C,12,0,0,0,0,0,0,0,0,1,0,13,2,1,0,9,2,0,0,2,1,0,0,0,0,3,0,0,0,6,3,1,0,0,1,0,1,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Ketone']
3476,130246881,CCC(C)N(CC)S1(CCCC1)C,11,0,0,0,0,1,0,1,0,0,0,13,8,0,0,5,0,0,4,1,1,0,0,0,0,4,2,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,['Alkane']
3477,130859473,CCC(C(C)O)NC1=NCCCN1,9,0,0,0,0,0,0,1,2,1,0,13,7,0,0,5,1,0,3,5,4,3,3,0,0,3,2,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3478,148481544,C/C(=C\C=C(\CC#N)/C#C)/CC#N,11,0,0,0,0,0,0,2,0,0,0,13,7,2,3,0,0,0,3,2,2,0,0,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Acetylenic carbon'; 'Nitrile']
3479,130624115,CN1C=CC(=CC1=O)NCCCN,9,0,0,0,0,0,0,2,1,1,0,13,6,1,0,3,3,0,4,5,4,3,2,0,0,3,4,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3480,61623310,C1=CSC=C1C(CN)N2C=NC=N2,8,0,0,0,0,1,0,1,3,0,0,13,4,0,0,5,5,0,3,4,4,2,1,0,0,1,1,1,0,8,2,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3481,115833067,CCCCC(C1C2C1CCCC2)N,12,0,0,0,0,0,0,1,0,0,0,13,6,0,0,8,0,0,4,1,1,2,1,0,0,2,3,1,0,4,3,0,1,0,0,1,0,0,0,0,2,1,['Alkane'; 'Amine']
3482,91400410,CC.CC1=C2C(=NC(=N1)C)C=CS2,10,0,0,0,0,1,0,0,2,0,0,13,3,0,0,5,5,0,0,2,2,0,0,0,0,4,0,0,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane']
3483,123636601,CC(=O)CCN(C)C(=O)C=CC=O,9,0,0,0,0,0,0,1,0,3,0,13,8,4,0,0,0,0,5,7,4,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Aldehyde'; 'Ketone'; 'Amide']
3484,66404698,CNCC1=CN(C=C1)CCCCO,10,0,0,0,0,0,0,1,1,1,0,13,8,0,0,3,2,0,6,4,3,2,2,0,0,2,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3485,3241046,CCOC(=O)C1=C(N(C(=S)S1)C)N,7,0,0,0,0,2,0,1,1,2,0,13,6,2,0,3,2,0,2,6,4,2,1,0,0,5,2,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Amine']
3486,149956505,CCNC(CN(CC)SN=[N+]=[N-])N,6,0,0,0,0,1,0,6,0,0,0,13,10,2,0,0,0,0,7,6,6,3,2,1,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Azo']
3487,81907821,CCN(CC(C)(C)CN)C(=O)NC,9,0,0,0,0,0,0,3,0,1,0,13,11,1,0,0,0,0,4,5,4,3,2,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3488,91696193,CCN(CC)C(=O)CC1=CC=CO1,10,0,0,0,0,0,0,1,0,1,1,13,7,1,0,3,2,0,4,5,3,0,0,0,0,3,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amide']
3489,141517912,CC1=C(C(=O)NC2=CC=CC1=C2)C,11,0,0,0,0,0,0,0,1,1,0,13,2,1,0,7,4,0,0,3,2,1,1,0,0,3,0,0,0,5,5,0,0,0,0,1,1,0,0,0,3,2,['Alkane'; 'Vinylic carbon'; 'Amide']
3490,11966272,C(=O)(N)NC(=O)NC(=O)NC(=O)N,4,0,0,0,0,0,0,5,0,4,0,13,8,4,0,0,0,0,0,13,9,7,5,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
3491,144584891,CC1C(CC2N1CCCC2)CNC,11,0,0,0,0,0,0,1,1,0,0,13,4,0,0,10,0,0,2,2,2,1,1,0,0,2,2,0,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Amine']
3492,150181357,CN(C)C(=O)CCNC(=O)N=[N+]=[N-],6,0,0,0,0,0,0,5,0,2,0,13,8,4,0,0,0,0,3,9,7,1,1,1,1,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Azo']
3493,136329314,CN1C(=NN=N1)C2=CC=C(C=C2)S,8,0,0,0,0,1,0,0,4,0,0,13,3,0,0,6,5,0,1,4,4,0,0,0,0,2,0,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Thiol']
3494,131146412,C1=C(C=C2C(=C1CO)C(=CS2)N)O,9,0,0,0,0,1,0,1,0,2,0,13,4,0,0,5,5,0,1,5,3,4,3,0,0,3,1,0,0,4,5,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Amine']
3495,154161246,CS(=O)(=O)OCCC1CCNC1=O,7,0,0,0,0,1,0,0,1,4,0,13,5,3,0,5,0,0,4,9,5,1,1,0,0,4,3,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amide']
3496,152241762,CC1=C(/C(=N\OC)/CCC1)N=[N+]=[N-],8,0,0,0,0,0,0,4,0,1,0,13,4,3,0,5,1,0,2,6,5,0,0,1,1,3,4,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Azo']
3497,130144194,CC1C=CCC2(C1CC(CC2)O)C,12,0,0,0,0,0,0,0,0,1,0,13,3,0,0,10,1,0,0,2,1,1,1,0,0,3,0,0,0,6,3,1,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
3498,12946203,COC1=CC2=C(C=C1)C(=O)C(=O)O2,9,0,0,0,0,0,0,0,0,3,1,13,2,2,0,7,3,0,1,8,4,0,0,0,0,3,1,0,0,4,5,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Ether'; 'Ketone'; 'Ester']
3499,87090120,C1=CC2=CSC(=C2C=C1)S(=O)(=O)O,8,0,0,0,0,2,0,0,0,3,0,13,2,2,0,5,5,0,1,6,3,1,1,0,0,3,0,0,1,6,3,0,0,0,1,1,0,0,0,0,2,1,['Hydroxyl']
3500,130713961,CN1C=CC(=C1CC(=O)N)C(=O)O,8,0,0,0,0,0,0,1,1,3,0,13,6,2,0,3,2,0,3,8,5,3,2,0,0,5,1,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amide']
3501,96743000,CC1=CN=C2N1C=C(O2)CCNC,9,0,0,0,0,0,0,1,2,0,1,13,5,0,0,5,4,0,3,5,4,1,1,0,0,2,3,0,0,4,4,0,0,0,2,0,0,0,0,0,2,1,['Alkane'; 'Amine']
3502,130985022,CN1C=C(N=N1)C(CN2CCC2)N,8,0,0,0,0,0,0,1,4,0,0,13,5,0,0,7,2,0,3,5,5,2,1,0,0,2,1,1,0,6,3,0,0,1,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3503,130036849,C1CC2C=CC1C3C2CC(=O)CC3,12,0,0,0,0,0,0,0,0,1,0,13,0,1,0,13,1,0,0,2,1,0,0,0,0,1,0,0,0,7,5,0,0,0,0,4,0,0,0,0,8,9,['Alkane'; 'Vinylic carbon'; 'Ketone']
3504,18688622,CC(CC(=O)O)C(C)(C)CC(=O)O,9,0,0,0,0,0,0,0,0,4,0,13,10,2,0,0,0,0,5,8,4,2,2,0,0,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid']
3505,91658569,CC1=CC(=C(C=C1C)CC(C)O)C,12,0,0,0,0,0,0,0,0,1,0,13,7,0,0,3,3,0,2,2,1,1,1,0,0,5,1,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
3506,115011013,CC1C(=O)CCC2=C1C=CC=C2O,11,0,0,0,0,0,0,0,0,2,0,13,2,1,0,8,3,0,0,4,2,1,1,0,0,3,0,0,0,5,5,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Ketone']
3507,103705697,CC(C(C)SCC(=O)C(C)(C)C)O,10,0,0,0,0,1,0,0,0,2,0,13,11,1,0,0,0,0,4,4,2,1,1,0,0,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ketone']
3508,116433397,CC(C1CCOC1)NC2CCNC2,10,0,0,0,0,0,0,1,1,0,1,13,4,0,0,10,0,0,3,4,3,2,2,0,0,1,1,1,0,8,2,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
3509,112712322,CC1=NN(C=C1CC(=N)N)C(C)C,9,0,0,0,0,0,0,2,2,0,0,13,7,1,0,3,2,0,3,4,4,3,2,0,0,5,1,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3510,143926320,CC.CCC(C)(C)C1=NN=C(O1)C,10,0,0,0,0,0,0,0,2,0,1,13,7,0,0,3,2,0,2,4,3,0,0,0,0,6,1,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
3511,63676960,CCOC1=C(C=CC(=C1)SCC)N,10,0,0,0,0,1,0,1,0,1,0,13,7,0,0,3,3,0,4,3,2,2,1,0,0,3,4,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
3512,147411002,CN1CCN(CC1)CCC(=O)SC,9,0,0,0,0,1,0,0,2,1,0,13,6,1,0,6,0,0,3,4,3,0,0,0,0,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
3513,150718283,CCC(CCN=[N+]=[N-])N1CCCC1,9,0,0,0,0,0,0,3,1,0,0,13,6,2,0,5,0,0,5,4,4,0,0,1,1,2,5,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Azo']
3514,87580650,CCOC(CCCC(=O)O)C(C)C,10,0,0,0,0,0,0,0,0,3,0,13,11,1,0,0,0,0,7,6,3,1,1,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
3515,92011607,CNC(=O)OCC1=CC=C(C=C1)N,9,0,0,0,0,0,0,2,0,2,0,13,6,1,0,3,3,0,2,6,4,3,2,0,0,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
