JID,CID,Smiles,Carbon,Fluorine,Chlorine,Bromine,Iodine,Sulfur,Phosphorous,Acyclic nitrogen,Cyclic nitrogen,Acyclic oxygen,Cyclic oxygen,Heavy atoms,Acyclic single bonds,Acyclic double bonds,Acyclic triple bonds,Cyclic single bonds,Cyclic double bonds,Cyclic triple bonds,Rotable bonds,H-bond acceptor sites,H-bond acceptor atoms,H-bond donor sites,H-bond donor atoms,Negative charges,Positive charges,Acyclic single valent nodes,Acyclic divalent nodes,Acyclic trivalent nodes,Acyclic tetravalent nodes,Cyclic divalent nodes,Cyclic trivalent nodes,Cyclic tetravalent nodes,3-membered rings,4-membered rings,5-membered rings,6-membered rings,7-membered rings,8-membered rings,9-membered rings,>= 10-membered rings,nodes shared by >= 2 rings,edges shared by >= 2 rings,Functional groups
3319,130513704,C1CCC(C1)(CC2(CCC2)C#N)O,11,0,0,0,0,0,0,1,0,1,0,13,4,0,1,9,0,0,2,3,2,1,1,0,0,2,2,0,0,7,0,2,0,1,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Nitrile']
3320,102567989,CCN1CCCC(C1)(CN=[N+]=[N-])O,8,0,0,0,0,0,0,3,1,1,0,13,5,2,0,6,0,0,3,6,5,1,1,1,1,3,4,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Azo']
3321,123975088,CC1CCCC2=C(C=CN=C12)OC,11,0,0,0,0,0,0,0,1,1,0,13,3,0,0,8,3,0,1,3,2,0,0,0,0,2,1,0,0,6,4,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Ether']
3322,130956772,CC(C1CC1(C)C)N(C)C(=S)NC,10,0,0,0,0,1,0,2,0,0,0,13,9,1,0,3,0,0,2,2,2,1,1,0,0,6,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3323,107005320,CC1(CC1C(C2CCOCC2)O)C,11,0,0,0,0,0,0,0,0,1,1,13,5,0,0,9,0,0,2,4,2,1,1,0,0,3,0,1,0,6,2,1,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
3324,129932749,COC1=CCNC1C2=CN=CC=C2,10,0,0,0,0,0,0,0,2,1,0,13,3,0,0,7,4,0,2,4,3,1,1,0,0,1,1,0,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Amine']
3325,150363233,CC(C)N1C(=NC=N1)CON=[N+]=[N-],6,0,0,0,0,0,0,3,3,1,0,13,6,2,0,3,2,0,4,8,7,0,0,1,1,3,4,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Azo']
3326,60905765,C1=CC(=CC=C1CCN)OCC#N,10,0,0,0,0,0,0,2,0,1,0,13,6,0,1,3,3,0,4,4,3,2,1,0,0,2,5,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine'; 'Nitrile']
3327,148031120,CCC1=CC(=C(CC1)CC=O)C=O,11,0,0,0,0,0,0,0,0,2,0,13,5,2,0,4,2,0,4,4,2,0,0,0,0,3,4,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Aldehyde']
3328,123725669,CCCN(CC)CCN1C=CN=C1,10,0,0,0,0,0,0,1,2,0,0,13,8,0,0,3,2,0,6,3,3,0,0,0,0,2,5,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
3329,23510517,CCN.CC1=CC=C(C=C1)S(=O)O,9,0,0,0,0,1,0,1,0,2,0,13,5,1,0,3,3,0,1,5,3,3,2,0,0,5,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3330,130582097,CC(C)(C(=S)N)C(=O)N=S(=O)(C)C,7,0,0,0,0,2,0,2,0,2,0,13,8,4,0,0,0,0,2,6,4,2,1,0,0,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3331,43113296,CCC(C)NC(=O)C(C)NCC#C,10,0,0,0,0,0,0,2,0,1,0,13,10,1,1,0,0,0,5,4,3,2,2,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Amide'; 'Amine']
3332,104366822,CCN(CC=C)C1=CSC(=C1)C=O,10,0,0,0,0,1,0,1,0,1,0,13,6,2,0,3,2,0,5,3,2,0,0,0,0,3,4,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Aldehyde']
3333,105163019,CC(CCC(CC(=C)C)NC)OC,11,0,0,0,0,0,0,1,0,1,0,13,11,1,0,0,0,0,7,3,2,1,1,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Amine']
3334,130855577,CC(C)C(C)C1C2(CCCC2)CN1,12,0,0,0,0,0,0,0,1,0,0,13,5,0,0,9,0,0,2,1,1,1,1,0,0,3,0,2,0,6,1,1,0,1,1,0,0,0,0,0,1,0,['Alkane'; 'Amine']
3335,149520430,CC1CCCC(CN1N)NC(C)C,10,0,0,0,0,0,0,2,1,0,0,13,6,0,0,7,0,0,2,3,3,3,2,0,0,4,1,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,['Alkane'; 'Amine']
3336,130121616,C1C2C(NC(NC2=O)S(=O)O)NN1,5,0,0,0,0,1,0,0,4,3,0,13,2,2,0,10,0,0,1,10,7,5,5,0,0,3,0,1,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Amide'; 'Amine']
3337,22157777,CC(C)C(C(C)(C)COC(=O)C)O,10,0,0,0,0,0,0,0,0,3,0,13,11,1,0,0,0,0,4,6,3,1,1,0,0,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Ester']
3338,131016875,CC1=CC(=NC=C1C(=O)C(C)C)C,11,0,0,0,0,0,0,0,1,1,0,13,6,1,0,3,3,0,2,3,2,0,0,0,0,5,0,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ketone']
3339,145710978,CC(C)CN1C(=CC=N1)S(=O)(=O)N,7,0,0,0,0,1,0,1,2,2,0,13,6,2,0,3,2,0,3,7,5,2,1,0,0,5,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3340,53013932,CC1=NN=C(C2=CC=CN12)N(C)C,9,0,0,0,0,0,0,1,3,0,0,13,4,0,0,5,5,0,1,4,4,0,0,0,0,3,0,1,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane']
3341,146677017,CCC(C1C=CC(=O)CC1=O)N=O,9,0,0,0,0,0,0,1,0,3,0,13,4,3,0,5,1,0,3,7,4,0,0,0,0,4,2,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone']
3342,135254357,CCC(C(=O)NCCC(=O)O)NC,8,0,0,0,0,0,0,2,0,3,0,13,10,2,0,0,0,0,6,8,5,3,3,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amide'; 'Amine']
3343,80462532,CC1=CC=C(O1)C2=CC(=NO2)CO,9,0,0,0,0,0,0,0,1,1,2,13,4,0,0,5,5,0,2,7,4,1,1,0,0,2,1,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
3344,130662257,CC1C(CCO1)NC2C3C2CCC3,11,0,0,0,0,0,0,1,0,0,1,13,3,0,0,12,0,0,2,3,2,1,1,0,0,1,1,0,0,6,5,0,1,0,2,0,0,0,0,0,2,1,['Alkane'; 'Ether'; 'Amine']
3345,64579162,C1=C(OC(=C1)CO)CNCC(=O)N,8,0,0,0,0,0,0,2,0,2,1,13,7,1,0,3,2,0,5,8,5,4,3,0,0,3,4,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide'; 'Amine']
3346,22244512,CC(C1CCOC(O1)(C)C)C(C)O,10,0,0,0,0,0,0,0,0,1,2,13,7,0,0,6,0,0,2,6,3,1,1,0,0,5,0,2,0,4,1,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
3347,89390860,CCC1=NN(N=N1)C2CCCCC2,9,0,0,0,0,0,0,0,4,0,0,13,3,0,0,9,2,0,2,4,4,0,0,0,0,1,1,0,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane']
3348,3023981,CC1CC(=CCOC)CC(C1)(C)C,12,0,0,0,0,0,0,0,0,1,0,13,6,1,0,6,0,0,2,2,1,0,0,0,0,4,3,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether']
3349,118582153,CC(C)C1CC2CCC2N1C(C)C,12,0,0,0,0,0,0,0,1,0,0,13,6,0,0,8,0,0,2,1,1,0,0,0,0,4,0,2,0,3,4,0,0,1,1,0,0,0,0,0,2,1,['Alkane']
3350,115456877,C1CC1CC(=O)NCC2(CC2)CN,10,0,0,0,0,0,0,2,0,1,0,13,7,1,0,6,0,0,5,4,3,3,2,0,0,2,4,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
3351,69409762,CC(C)(C1=CC=CC=C1)N2OCO2,10,0,0,0,0,0,0,0,1,0,2,13,4,0,0,7,3,0,2,5,3,0,0,0,0,2,0,0,1,8,2,0,0,1,0,1,0,0,0,0,0,0,['Alkane']
3352,141921020,CC.CCNC1=CC=CC=C1C=C,12,0,0,0,0,0,0,1,0,0,0,13,5,1,0,3,3,0,3,1,1,1,1,0,0,4,3,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
3353,130898924,COC1=C2C(=CC(=C1S)O)C=CS2,9,0,0,0,0,2,0,0,0,2,0,13,4,0,0,5,5,0,1,4,2,1,1,0,0,3,1,0,0,4,5,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Ether'; 'Thiol']
3354,60179217,CC1=CC=C(N1C2=NNC(=N2)N)C,8,0,0,0,0,0,0,1,4,0,0,13,4,0,0,5,5,0,1,5,5,3,2,0,0,3,0,0,0,5,5,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3355,152047009,CON(CCCCON=[N+]=[N-])OC,6,0,0,0,0,0,0,4,0,3,0,13,10,2,0,0,0,0,8,10,7,0,0,1,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Azo']
3356,105298505,CCC(C)CC(C1=NSN=C1)NN,8,0,0,0,0,1,0,2,2,0,0,13,8,0,0,3,2,0,5,4,4,3,2,0,0,3,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3357,130677304,CN(C1CC1)C(=O)NC2=COC=N2,8,0,0,0,0,0,0,2,1,1,1,13,5,1,0,6,2,0,2,7,5,1,1,0,0,2,1,2,0,6,2,0,1,0,1,0,0,0,0,0,0,0,['Alkane']
3358,89395466,CC(CN(C)C)NCCCN(C)C,10,0,0,0,0,0,0,3,0,0,0,13,12,0,0,0,0,0,7,3,3,1,1,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3359,85841848,CC1=CC=C(C=C1)NC=CC(=O)C,11,0,0,0,0,0,0,1,0,1,0,13,5,2,0,3,3,0,3,3,2,1,1,0,0,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone'; 'Amine']
3360,131177043,CC1CCC(CC1)N(C)C2COC2,11,0,0,0,0,0,0,1,0,0,1,13,4,0,0,10,0,0,2,3,2,0,0,0,0,2,0,1,0,7,3,0,0,1,0,1,0,0,0,0,0,0,['Alkane'; 'Ether']
3361,123469233,CC/C(=N/NC(=O)N)/C(C)C(=O)C,8,0,0,0,0,0,0,3,0,2,0,13,9,3,0,0,0,0,4,7,5,3,2,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ketone']
3362,140043537,C1=C2C(=NC=N1)NC(=O)NC2=S=O,6,0,0,0,0,1,0,0,4,2,0,13,0,3,0,6,5,0,0,8,6,2,2,0,0,2,1,0,0,6,4,0,0,0,0,2,0,0,0,0,2,1,[]
3363,136385390,C1=C(C(=C(C2=[N+](ON=C21)[O-])O)N)N,6,0,0,0,0,0,0,2,2,2,1,13,4,0,0,5,5,0,0,11,7,5,3,1,1,4,0,0,0,3,6,0,0,0,1,1,0,0,0,0,2,1,['Hydroxyl'; 'Amine']
3364,60973349,CCC(C)NCCN1CCCC1C,11,0,0,0,0,0,0,1,1,0,0,13,8,0,0,5,0,0,5,2,2,1,1,0,0,3,4,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3365,145879885,CCSCCN(C)CC1=CN=CN1,9,0,0,0,0,1,0,1,2,0,0,13,8,0,0,3,2,0,6,3,3,1,1,0,0,2,5,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
3366,106310244,CC(CNCCSCCCO)CO,9,0,0,0,0,1,0,1,0,2,0,13,12,0,0,0,0,0,9,5,3,3,3,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3367,61177862,CC1=CC(=NC(=C1C(=S)N)NC)C,9,0,0,0,0,1,0,2,1,0,0,13,6,1,0,3,3,0,2,3,3,3,2,0,0,5,1,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3368,79872613,CN(C)CCN1C(=NC(=N1)OC)N,7,0,0,0,0,0,0,2,3,1,0,13,8,0,0,3,2,0,4,7,6,2,1,0,0,4,3,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3369,102646888,CCCSCC(=O)C1=CCCCO1,10,0,0,0,0,1,0,0,0,1,1,13,6,1,0,5,1,0,5,4,2,0,0,0,0,2,4,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ketone']
3370,151737413,C=CC(=O)OC1(CC=CC=C1)C=C,11,0,0,0,0,0,0,0,0,2,0,13,4,3,0,4,2,0,3,4,2,0,0,0,0,3,3,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ester']
3371,119083226,CN/N=C/C1=CC2=C(C=C1)N=CS2,9,0,0,0,0,1,0,2,1,0,0,13,3,1,0,5,5,0,2,3,3,1,1,0,0,1,3,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Amine']
3372,116464015,CCOC(=O)C1=NN(C=C1CN)C,8,0,0,0,0,0,0,1,2,2,0,13,7,1,0,3,2,0,3,7,5,2,1,0,0,4,3,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Amine']
3373,140087018,CC(C(=O)O)NC(CC=C)CC=C,10,0,0,0,0,0,0,1,0,2,0,13,9,3,0,0,0,0,7,5,3,2,2,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
3374,13891152,CC1CN1C(=O)NC2=CC=CC=C2,10,0,0,0,0,0,0,1,1,1,0,13,4,1,0,6,3,0,1,4,3,1,1,0,0,2,1,1,0,6,3,0,1,0,0,1,0,0,0,0,0,0,['Alkane']
3375,130036899,CCC12CCC(=O)C=C1C=CC2=O,11,0,0,0,0,0,0,0,0,2,0,13,2,2,0,8,2,0,1,4,2,0,0,0,0,3,1,0,0,5,3,1,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Ketone']
3376,150256281,CC1=CC(=CC(=C1OO)C)C(=O)O,9,0,0,0,0,0,0,0,0,4,0,13,6,1,0,3,3,0,2,8,4,2,2,0,0,5,1,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
3377,71527191,CC(=C)C1=C2C=CC=CC2=NN1C,11,0,0,0,0,0,0,0,2,0,0,13,3,1,0,5,5,0,1,2,2,0,0,0,0,3,0,1,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon']
3378,123566270,CC1C=CC=NC1=C(C=C)C(=O)O,10,0,0,0,0,0,0,0,1,2,0,13,4,3,0,4,2,0,2,5,3,1,1,0,0,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid'; 'Imine']
3379,87291276,CCC(C)CCCC(CC=O)OC,11,0,0,0,0,0,0,0,0,2,0,13,11,1,0,0,0,0,8,4,2,0,0,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Aldehyde']
3380,130532578,CC1CCCN1C2=NC=NC(=N2)N,8,0,0,0,0,0,0,1,4,0,0,13,3,0,0,8,3,0,1,5,5,2,1,0,0,2,0,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3381,82653566,COC1=NC=NC2=C1NC=C2C#N,8,0,0,0,0,0,0,1,3,1,0,13,3,0,1,5,5,0,1,6,5,1,1,0,0,2,2,0,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Ether'; 'Nitrile']
3382,130859097,CC(C(C)NC(=O)C1=CSN=N1)N,7,0,0,0,0,1,0,2,2,1,0,13,7,1,0,3,2,0,3,6,5,3,2,0,0,4,1,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
3383,17944986,CCCOC(=O)C1=CC=CN(C1)C,10,0,0,0,0,0,0,0,1,2,0,13,6,1,0,4,2,0,3,5,3,0,0,0,0,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ester']
3384,64207646,CC1=C(OC=C1)C(=O)NNC(=O)N,7,0,0,0,0,0,0,3,0,2,1,13,6,2,0,3,2,0,1,9,6,4,3,0,0,4,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amide']
3385,50989747,C1CCC2=C(C1)C=C(C(=O)N2)CN,10,0,0,0,0,0,0,1,1,1,0,13,2,1,0,8,3,0,1,4,3,3,2,0,0,2,1,0,0,6,4,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Amine']
3386,80089952,CCC(CC)C(CCOC)NCC,11,0,0,0,0,0,0,1,0,1,0,13,12,0,0,0,0,0,8,3,2,1,1,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
3387,23044615,CCCOC1COCC1OCCC,10,0,0,0,0,0,0,0,0,2,1,13,8,0,0,5,0,0,6,6,3,0,0,0,0,2,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether']
3388,131366807,C1CCNC(C1)C2=NC=C(O2)C#N,9,0,0,0,0,0,0,1,2,0,1,13,2,0,1,9,2,0,1,5,4,1,1,0,0,1,1,0,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Nitrile']
3389,131012128,CC1=CC2=C(C=CS2)C(=C1OC)C,11,0,0,0,0,1,0,0,0,1,0,13,4,0,0,5,5,0,1,2,1,0,0,0,0,3,1,0,0,4,5,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Ether']
3390,7021374,COC1=CC=C(C=C1)C2=NN=N[N-]2,8,0,0,0,0,0,0,0,4,1,0,13,3,0,0,6,5,0,2,6,5,0,0,1,0,1,1,0,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether']
3391,14625103,CC1=CC(=NC(=N1)SCCCN)C,9,0,0,0,0,1,0,1,2,0,0,13,7,0,0,3,3,0,4,3,3,2,1,0,0,3,4,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3392,130990805,CC1=NOC(=C1)C(=O)N(C)C2CC2,9,0,0,0,0,0,0,1,1,1,1,13,5,1,0,6,2,0,2,6,4,0,0,0,0,3,0,2,0,5,3,0,1,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amide']
3393,57178234,C1=CC(=CN=C1)C(C(=NO)N)(N)O,7,0,0,0,0,0,0,3,1,2,0,13,6,1,0,3,3,0,2,8,6,6,4,0,0,4,1,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3394,62118454,CN1C=NN=C1CNCCCCO,8,0,0,0,0,0,0,1,3,1,0,13,8,0,0,3,2,0,6,6,5,2,2,0,0,2,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3395,69230538,CC(C)(C)OC(=O)N1C=CNC1=O,8,0,0,0,0,0,0,0,2,3,0,13,6,2,0,3,2,0,0,8,5,1,1,0,0,5,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether']
3396,143556943,CC1CC=C(C=C1NC=C)C(=O)O,10,0,0,0,0,0,0,1,0,2,0,13,5,2,0,4,2,0,3,5,3,2,2,0,0,4,2,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
3397,131254161,CCSC1C(C(NC(=O)N1)C)CN,8,0,0,0,0,1,0,1,2,1,0,13,6,1,0,6,0,0,3,5,4,4,3,0,0,4,3,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
3398,91067546,CC.C1=CC=C(C(=C1)CO)[N+](=O)[O-],9,0,0,0,0,0,0,1,0,3,0,13,5,1,0,3,3,0,2,8,4,1,1,1,1,5,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
3399,81171597,CC(C)(C)CCNCC1=NOC=C1,10,0,0,0,0,0,0,1,1,0,1,13,8,0,0,3,2,0,4,4,3,1,1,0,0,3,4,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3400,62358415,CCCCN(C(C)CC)C(=NC)N,10,0,0,0,0,0,0,3,0,0,0,13,11,1,0,0,0,0,5,3,3,2,1,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3401,149190830,CC1CCC=C(C=C1)C2CN=CN2,11,0,0,0,0,0,0,0,2,0,0,13,2,0,0,9,3,0,1,2,2,1,1,0,0,1,0,0,0,9,3,0,0,0,1,0,1,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
3402,130131104,COC1=CC2=CNC(=C2C=C1)CO,10,0,0,0,0,0,0,0,1,2,0,13,4,0,0,5,5,0,2,5,3,2,2,0,0,2,2,0,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Ether']
3403,144867040,CCCCCC1CCC(O1)CC=O,11,0,0,0,0,0,0,0,0,1,1,13,7,1,0,5,0,0,6,4,2,0,0,0,0,2,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Aldehyde']
3404,79506900,C(CN1C(=NN=N1)N)CS(=O)(=O)N,4,0,0,0,0,1,0,2,4,2,0,13,6,2,0,3,2,0,4,10,8,4,2,0,0,4,3,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
3405,151094786,CC1CCC(=CC1)C(=O)C(=O)OC,10,0,0,0,0,0,0,0,0,3,0,13,5,2,0,5,1,0,2,6,3,0,0,0,0,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ketone'; 'Ester']
3406,68248727,CCC1(CC1)C(=O)N2CCCCC2,11,0,0,0,0,0,0,0,1,1,0,13,4,1,0,9,0,0,2,3,2,0,0,0,0,2,1,1,0,7,1,1,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amide']
3407,145459712,CN(CCCN1CCOCC1)C=N,9,0,0,0,0,0,0,2,1,0,1,13,6,1,0,6,0,0,5,5,4,1,1,0,0,2,4,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether']
3408,69746808,COC1=CC(=NC(=N1)C2CC2)OC,9,0,0,0,0,0,0,0,2,2,0,13,5,0,0,6,3,0,3,6,4,0,0,0,0,2,2,0,0,5,4,0,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether']
3409,139746177,C1C=CC2=CC=CC=C2C1=CCN,12,0,0,0,0,0,0,1,0,0,0,13,2,1,0,7,4,0,1,1,1,2,1,0,0,1,2,0,0,7,3,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Amine']
3410,131173580,C1COCC1CCC2=NC(=NN2)N,8,0,0,0,0,0,0,1,3,0,1,13,4,0,0,8,2,0,3,6,5,3,2,0,0,1,2,0,0,7,3,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
3411,136956082,CC1=NC(=CC(=O)N1)NC(C)CO,8,0,0,0,0,0,0,1,2,2,0,13,6,1,0,3,3,0,3,7,5,3,3,0,0,4,2,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
3412,117248553,C1CC2=C(N=CN2CC1N)C(=O)O,8,0,0,0,0,0,0,1,2,2,0,13,3,1,0,8,2,0,1,7,5,3,2,0,0,3,0,1,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
3413,154038519,C/C(=N/O)/C1=CC(=CC=C1)N(C)C,10,0,0,0,0,0,0,2,0,1,0,13,6,1,0,3,3,0,2,4,3,1,1,0,0,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
3414,118935069,C[C@](C1CC1)(C2=CC=CC=C2O)O,11,0,0,0,0,0,0,0,0,2,0,13,5,0,0,6,3,0,2,4,2,2,2,0,0,3,0,0,1,6,3,0,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
3415,131175450,CCCC(C)N1CC2=C(C1)CNC2,11,0,0,0,0,0,0,0,2,0,0,13,5,0,0,8,1,0,3,2,2,1,1,0,0,2,2,1,0,5,3,0,0,0,2,0,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Amine']
3416,131165919,CN=C(N)NCC1CCCCCC1,10,0,0,0,0,0,0,3,0,0,0,13,5,1,0,7,0,0,2,3,3,3,2,0,0,2,3,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,['Alkane'; 'Amine']
3417,80562294,CC1=C(C=NC=C1)NC2CC(C2)N,10,0,0,0,0,0,0,2,1,0,0,13,4,0,0,7,3,0,2,3,3,3,2,0,0,2,1,0,0,6,4,0,0,1,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
